"HolderAddress","BalanceInETH","Timeframe"
0x2a120d237332d7ec2da47e87f0c9ce1db7af58f8,1.08229426,Over 360 days
0x2f571050bd660e1082f792a48374dd30b84df43b,1.08194604,Over 360 days
0xe4cd9dd6435c7f67fb4d7cfde40fcb21e1719c35,1.081054058869325184,Over 360 days
0x85a8765d6801c9c470a272ad573bbb0996864d58,1.080890289999999872,31 to 90 days
0xc5c5ac7f7939a89025c28fd905ce2917d681e1ac,1.080876566736683264,Over 360 days
0x00069420932ed8e9273d72a39877a0b026fd8c73,1.080651599999999872,91 to 180 days
0xc5caf49910668ddedf9ac1afce93ecf4871127ae,1.080000000000000128,91 to 180 days
0xe4000004000bd8006e00720000d27d1fa000d43e,1.078895739500236032,Over 360 days
0x19b586db6fdfbb4f9cc919a8163d0503ee3bf75d,1.078548546939290112,91 to 180 days
0x96ca60261a3e2dc585b60c716eb4c1b2c6ca07d3,1.07816712,Over 360 days
0x74697faed4000c5c47c87fbefe710e48c80553e7,1.077988990485553024,181 to 360 days
0x50d4bff591460c5b2b9e53f4d59f01b4d95a1c5f,1.077938,Over 360 days
0x517c7f70de124294778cf59894ce465da1499c1b,1.07779789,Over 360 days
0x023cf42b5459feee6e30a51cb90db7ceeabbeca0,1.07746542,Over 360 days
0x73cda852cbf4ac73d4b0f7a6c79be6b049037e63,1.07706679,Over 360 days
0xdab6b6da14d656a4bf1745d25bccc2c3c34fd2b1,1.077029929999999872,Over 360 days
0xbebbdb15ee1d3d2f1fe086c29fa6a8b4e6d25756,1.07642376,Over 360 days
0xc4077892721aa11f6652b442015b3883a19150b4,1.076332459999999872,91 to 180 days
0x406f243a5f21d7584e10b5deba234fe64f39b487,1.0752244,Over 360 days
0x3af6011d908ea4c8d3d5fcf2640b1b9506851ea4,1.074842800000000128,181 to 360 days
0x09ecac8fcf98dd505bef9bcbce0b574400dff9d1,1.07444691950647936,Up to 30 days
0xa3322d1db16f92fb3b180a31a90204555cfedf47,1.07414651,Over 360 days
0x80359258a7d5cfc83c2f6b114323707348094c2c,1.073147759999999872,Over 360 days
0xe2f02c5b3e36af54cab17b575660b0a7a6805c35,1.07275963040300224,31 to 90 days
0xda9434e626dff1e4d07a8ca20ee856132894e775,1.07177271574264576,Over 360 days
0x880d2a6e59a7408f3128559471f776b86f6163ac,1.071,Over 360 days
0x73b4530f671229b1482e730597a2dba3cfe59566,1.07043292,Over 360 days
0xd7786195f86085a3b409e7bbe9a1a20e62d2257e,1.070157243818861312,181 to 360 days
0x01b337b49aac07893be0d62bab36474a7efd7e24,1.069933610000000128,Over 360 days
0xcdc711f872acf1b07bfcccbd3f97d670015d83ef,1.06962264,Over 360 days
0xf423633a6cb447219543da6803111688fad9d3d9,1.069109328380136704,Over 360 days
0xeaa02932fe5832bdebdeaddde1670e9513ca8e9a,1.069096637524547456,91 to 180 days
0xe285c45097c2cb1f8f7165ebb5f43702cadeffc9,1.069076879999999872,Over 360 days
0x31df9358ae972b48f327aa81c3bd91a5b097d948,1.067884760976784768,Over 360 days
0x09291db1b546623d2e754c7ed113c49009bbc5f0,1.06736864,91 to 180 days
0x36a03b67bf1a91a74fd198f5d979c97c6eb19b99,1.066749236238316416,Over 360 days
0x67dc644534ae50d3bf3767e6fc8b3063b4606ca8,1.066440729542889216,91 to 180 days
0xc71363b352ba9598ee44918a12a3822c27352431,1.065626959999999872,Over 360 days
0xcf525defdfaf8a9fb48e954972a372b3afd53ce2,1.065449309720885504,Over 360 days
0x5b6eae2b90b87d87a4df1178897ccf45ad43972a,1.065369999999999872,Over 360 days
0xf20431357fcd7478e8ea9050d2dd9e37e9dc7b6d,1.0652815006,Over 360 days
0x4170048699f34a71719abe5f6e9830d68df3401d,1.064212408677026432,Over 360 days
0x462eaf1fb8df30c41d7ec0fa53b2bfca1b81bac3,1.063616907798615552,91 to 180 days
0x3df78958e8161d8b132d77d285a383757bbde25b,1.06358742,181 to 360 days
0x46f9e9bcb369ba720d70bdde25e9071417dcdd2a,1.0618125,31 to 90 days
0x939aea9d6b5bfc35f52e0e30f4eeea706df08544,1.061512969999999872,Over 360 days
0x9d8a3f49888d23594a2efcd2f3c5fa8145541a51,1.060308870000000128,91 to 180 days
0x5740a095ada59de35c8f68c1ed6dc331ca668ce5,1.06,181 to 360 days
0x0d1e5b9b586a09ff964b1541a5274902f77abe2d,1.059476995053995008,31 to 90 days
0xf14a5992a7b2abc9598c67032c407fba8254d7bc,1.05929201,Over 360 days
0x7709416ed8781daced68a752f8a877e38359b4f7,1.05852436401035072,91 to 180 days
0x139984ec6740780e54feacc4a374ac7fd0b9fd4e,1.057888259999999872,Over 360 days
0x775232a06969932822cd9205eaebd7c8c5ac0479,1.05777103,Up to 30 days
0xf27dffa9719dad1b6e313199518048cc1f8eb10c,1.05731971,181 to 360 days
0x676cce8d6e6897cae4e8f9c1738974933f764870,1.056678390000000128,Over 360 days
0xf9e02e5b13057f9d0cb05b581d998469a8416614,1.0564202922637216,181 to 360 days
0x6167457694020ea4b652f2165f704741ecefc7e7,1.055962364152966784,Over 360 days
0xe1300d215ccfd5e1ae7c041427e48be056b4e359,1.05570353,Over 360 days
0x905040585a59c5b0e83be2b247fc15a81ff4e533,1.05351019672268096,Up to 30 days
0xb138abe5488c9c6c6136c88c2900970e32ab5d49,1.053335300000000128,91 to 180 days
0xcb6be0e4eccfbc3f2e0b2229ae6fb87b6e3fa1c4,1.052324019480512128,Over 360 days
0x8d9d3f9c5caf8686c0a9cc879578ffc7739491a3,1.052075550000000128,Over 360 days
0x0c7d45bbb9081ae8a3f0a42c9f4bd720424c7b45,1.05155029,Over 360 days
0x1e7d84598d368109f381b8e7e8e9613607857dd6,1.051418890000000128,Over 360 days
0xd9f4c2cead5ee3ddec94981bcc40b77618224463,1.05040699119534912,181 to 360 days
0xbd3cd6c4828f78f56f89db2dddf03a11dc671948,1.050225008011074816,Over 360 days
0x322097101afadc86aa1ff2a03f50452768455fb8,1.050130460000000128,Over 360 days
0xbb6d576f8792cd1006a899b9816ec993b4ae9676,1.05,Over 360 days
0xe5203d135654ac208acd85709fe8a9b506611913,1.04991458,181 to 360 days
0xaf4f39798a4d3210edf796ab8510c2e6af94bafd,1.049840971463038976,181 to 360 days
0x1bc540e69b4953b129e40532de9b0a01f1d6bf63,1.049796189999999872,91 to 180 days
0x6f57f3e6c29d76efa1cc9035da65fd30231c84f6,1.049552813662160384,Over 360 days
0x86171fe7aa31b0eccaada1f98c310c6696018ecf,1.049498800000000128,Over 360 days
0xb83ce73c90056b76e49fca4f15ab1c6e659ce467,1.049481994496766592,Over 360 days
0x4f36a43a67ce356f9643f64b5dfc3b5013b175d3,1.049461820000000128,Over 360 days
0x0f319be731011ef0bdeff7334e9f25fd9c7fafcc,1.04945253947771968,Over 360 days
0x3fd3f2771e9f8a96b9328d4dfb6b4f11e32577f4,1.04899787,Over 360 days
0x25a4c1a74e50de5054d873dd196685e1bf90141d,1.048118077768983168,Over 360 days
0xba699fc7cb21750ce9ccf8304db6ae05a45494cc,1.04807922,181 to 360 days
0xf605c10a4d9ae1b6c35fe5601a10775ba8bf27a0,1.0480701835664512,Over 360 days
0x6688be2c5026166006356cb0dd566cdc8338e72a,1.04799759,181 to 360 days
0xe70c01e11d9f8c888e19a155b01ffe5fc916d805,1.047937727486572928,Over 360 days
0x01b808953bcff89b60981e17c0deffccafbd8eb2,1.047912214724409088,Over 360 days
0xbc10bba08f06660ffaa66072aaafa25a254defc6,1.04772507,Over 360 days
0xdf586fda483abe6613fbd590ef79c2b569cba490,1.04726922,91 to 180 days
0xc3468419c339903d670fb21ca5e19d1b98172f5a,1.04690963,Over 360 days
0x6d0f1f9b36e7e9f83e7fdc9c21add3ec5e0e33c9,1.04677174,91 to 180 days
0xe7dc50db5a4085e7911e053f71444f535fc4ff7e,1.0466507,Over 360 days
0xcfc2e9a7fbd56bb3154433049167b95658754832,1.045698819999999872,Over 360 days
0xc8e6482ff308b8731c387f2085eca43eccc90c6a,1.04565003,Over 360 days
0x5fdb95d0b8c42b2db1a0977310f3a2a38054ced8,1.04534711286577472,181 to 360 days
0xde1bebe41402c852e1c8755f8b76753336ebdd46,1.044968679339341312,181 to 360 days
0x10185c3ea32f469d0a8cd460b9dda7a0a2794186,1.044954825789814656,Over 360 days
0xee8ce7a74df31fa6043282acdfd85ee9ac31abe0,1.044386419999999872,Over 360 days
0xbc78c521a8323fbb5b5ad7d5c87a0d93e70b5e43,1.044329081612884352,Over 360 days
0x61f3094f44041e8163c740ccb764df25f83fa67a,1.043903490236716544,Over 360 days
0xfcc2a9f06673d240d1ed7edbee8dba599535f2bf,1.04365306,181 to 360 days
0x55bce4e92b6d2e21466908641ed62a61db834778,1.04359442,Over 360 days
0x190d7959973368769c6216f16c32447bb9da8f5e,1.0435204,Over 360 days
0xfccf6ff8e1d855487c26392edb8a1523f9829734,1.04312736,Over 360 days
0x370cc63a09fc4bea2f16489a9152ba73d4981bf4,1.04302227,Over 360 days
0xd7b40fd55a1e1868895df1fb935746f2272c460e,1.04279514,Over 360 days
0x32fd9919a28fa9a09768b4eeb5ca2aadef88d0f9,1.042755305927794048,Up to 30 days
0xa27d0fc990167953bb55bcdc581b12cf0fc30221,1.042277373445712896,181 to 360 days
0x13986b0b1367e22c99e629ce05e90518e83bedcc,1.041666669999999872,181 to 360 days
0x325148a3c13112872a7e3a761009a0bec4384ba7,1.040699979910195072,Over 360 days
0xd20b7936fd1f2aad0fd1d4f1f7c1c3662e97cb3d,1.040162222978042112,Over 360 days
0x7079a0c9309890bb5927f4b0b6abec5159e193b2,1.040137443953223424,181 to 360 days
0x30a83c6a070d310c7e774e17f3df357dfb4bd0fc,1.039581019033309696,Over 360 days
0x4776a4fc61a6ed56d69f34cef3719aca712b1510,1.03942526,Over 360 days
0x26fd3d33db340f1c575909d1f470af06602f4c6c,1.03790144331634624,181 to 360 days
0xe4c72e20db730ed1c5e2a7f13dc7b86e108c6c84,1.037502465344465536,Over 360 days
0xc1d18364e9da4acd409374ead4465f29363f70d0,1.03715848,Over 360 days
0xb31663b03fbf4e1fed967168200be5dac1ef771d,1.03633353,Over 360 days
0x8e442df428d7297c9420ceb31025dad57578e5a2,1.036001919999999872,Over 360 days
0x46e35a77c6d492278b351ffb6e1ef9ff51219f44,1.03502413880839872,Over 360 days
0xdf5f10d0d3f0711c09fca4dd9410a7bd9fb0a31b,1.03451051,91 to 180 days
0x0b1810160ddcab8975b40c4563ba5ab03d425ba3,1.03432992,Over 360 days
0x0ca694549870e02b8a5265a5a949bc09a710d932,1.03365306667001216,Over 360 days
0xaee89c77fe7c61fba4bebe04f783bbe6f27edcb2,1.03336,Over 360 days
0x337d2f1f2f5e03b3b4338fcc3923c96d7cece9bc,1.032850169999999872,Over 360 days
0xff781a0dd1c431c5a171d2fddac647daffc18559,1.032791157251827968,Over 360 days
0x5c9afe9c1e273e568d3c0991e9653aa518ca2e7f,1.03235221,Over 360 days
0x2c1a2553e3cf85223abd12b91655977e4b77c006,1.031908349999999872,Over 360 days
0xc504891f0fc59d5bfb79dc83dd0b0cb855dbf86e,1.03182645315839808,91 to 180 days
0x2c80c14f003bb005253160039162d77a66ae4fd7,1.03172424,Over 360 days
0x8c34e5062d460b5d486f50720956aa800308396d,1.03167228,Over 360 days
0xd51b2e9c755476ad7b5072359cec9474dd691be7,1.03152856097122752,Over 360 days
0x354c07ad67713578a9c614fbe3714761bd3a0787,1.03098091,Over 360 days
0x4bfe2c44ebb97da6bf139034b3d45de660dd91d1,1.030960480000000128,Over 360 days
0x36c976e0e0ab4b40cf3450b70ed5a129ceaae70c,1.030565632995637632,Over 360 days
0xde42fb8c03bc1a5250caad8af2e95d0724fe86f3,1.030554526323546112,181 to 360 days
0xabafdd9e4fe147ddb6a77ebc09cf043ffb4855a1,1.0304,181 to 360 days
0x5529ab1c9e0afd9f39a9e5e37619274cd061c025,1.03033733,31 to 90 days
0x3e3fe711a8f7186cf74d37d1d0514476a9ac8124,1.029859440000000128,Up to 30 days
0xa2178d219cbb8bb9618ff65d581b0cf53bfa043a,1.029833390000000128,Over 360 days
0x0964b557edbbb82fc7e726d44768432deb16b859,1.028742508753238528,Over 360 days
0x413379c96f4d21056c1b90d37d8594cb1fc6f680,1.028452163479382144,Over 360 days
0x2695f6f5a23960b7279a9c0686e284bb334b5dfe,1.02841973,Over 360 days
0x382e364617fea5add44bd1440bb6d04a1d02f863,1.0283,Up to 30 days
0x429d530c056b6efa81aed8f4910472a2fdcf7e54,1.02785638453253568,181 to 360 days
0x36852236791902e87f5b815a38032d1c7b821018,1.027340101371276416,Over 360 days
0x34adee4192be0dddc0d6d50595bd3ba23167af82,1.027086832527812224,181 to 360 days
0xb28e402b4a0a4f0090fe44fbb803420e0c0b32ff,1.02614129909218496,Over 360 days
0xd274ad3cdcc329ca6c5fce9865eef921de835fae,1.02588487,Over 360 days
0xd5edf01efd0b4d343065d924c3b8a74d314db213,1.025473115527091712,31 to 90 days
0x50c476a139aab23fdaf9bca12614cdd54a4244e4,1.025365344657307648,31 to 90 days
0x43cdf14bf387eee477e298382bbb0cdb8ea6a50f,1.024532049999999872,Over 360 days
0xcaf7b3c9abd8d0f005675dbf75795385598067a6,1.02396083,Over 360 days
0x55dff5e6f75283f33cdfc539b726bbf83542a665,1.02367802,Over 360 days
0xbbbf6760f2986150d08fbe300c6b73050d638f72,1.023005809999999872,Over 360 days
0x651b2da812c757b743bf77ab765e9aea36cc80ba,1.02206686,Over 360 days
0xcbfb0cd631442a47dff65fdca36aeef2557252ca,1.021754749999999872,Over 360 days
0x9ceff2302e43942ea4f3a53f7de6bf8afc15fb14,1.02171137,Over 360 days
0x3f0a5fab6f149fe02318bfec24dcd73c96922a42,1.02136469420865984,181 to 360 days
0xd2447bb14089048320814d667f380e80f5c2af68,1.021346359999999872,31 to 90 days
0xbe4ebd4b61a1524b74f779576a78a6a0e2eb195b,1.021186439999999872,Over 360 days
0xf4061c4c4607b9c1a803c856f3ed0763fd71aec7,1.021092660000000128,Over 360 days
0x7eb4812ab74eefb58be43468246145ad4ba71d4c,1.020713269999999872,Over 360 days
0x958cc6ca03df3d0c89b09d628f380aa8b4a22ddb,1.020612954009099392,Over 360 days
0x000000000000000000000000000000000000dead,1.02,Over 360 days
0x71165460ce8152d0f770889c86115b8a226a9231,1.02,Over 360 days
0xb30d055bd1aef6c126c39bd777f035e3ddc1cdc5,1.019985549999999872,Over 360 days
0x99aed9ba0f2c4a32cac61ee3320ad9284bd35a31,1.019976229999999872,Over 360 days
0x20ba1ce746b2aa3bbedfa401dc931da8cd7797af,1.01904968,31 to 90 days
0x34935de9d7326dea25c33edf06cbcb645bf4ca1d,1.01881014,Over 360 days
0x1a98e8c2cb73d6425b0c7f79da578929f961035d,1.018359165414291328,Over 360 days
0xaa8a432bebe2f43d05f9db0ff9e11fca45d9f088,1.018079160000000128,Over 360 days
0x42cd821c8442b61da286e7c276bb66effa9635d9,1.018005349999999872,Over 360 days
0xe52f4c31b57a8d9944b1dae4e08c94d816bb11ba,1.01797847743774208,Over 360 days
0xcf851c4d8b9ad192279b305b2fd5c2817fbef2fb,1.01792975,Over 360 days
0xf0c51daafda4e04a30ba6b83dd9cd4c6d8205c61,1.01775711,Over 360 days
0xe871452c086af81493605eea55b0e5fc04f5deef,1.01763499167973696,181 to 360 days
0x2c2d759b484967c24dc5ca7c25a0a9d566bbde30,1.017600633985009664,Over 360 days
0x8941ef8d31a4e60859bf0e54b7433a36a94413e4,1.017263321063146112,181 to 360 days
0x0b2064df1eb2b31ac8c07c5ac713ecb8480cf95f,1.01715,Over 360 days
0x10e73dd551cd7d224ad4af416470e61faf0882e0,1.01698095,181 to 360 days
0xb921ad3f3289f3eb87aede4c37dbc322ed01f1b3,1.0160141,Over 360 days
0xd7e55ad1b84204b8ce6f7b1e5390f0887c4ebe66,1.01593404079037248,Over 360 days
0xaea891f1664626b2cccb867b3ab4e90d2ecad065,1.01590019,31 to 90 days
0xc7a70ab5ada5cc70e25441e34ee397c9c83d93bf,1.01587403,Over 360 days
0x8859deb42ad76474a296b1791282ec860735f6ba,1.015234475263192832,Over 360 days
0x8c6a573bed3563a1163534a038ca0daf686c795f,1.01512391409574016,Over 360 days
0xe904a359e23e1f0706fbaa75af250325d0a7869d,1.014356828476245632,181 to 360 days
0x71767f6b395cf79bd9d8fbdc6cc2eb7210d8f835,1.013759973433971712,Over 360 days
0xb0ca7bca06bd8aa06b6b9b98ebacac71b17cc9ee,1.01317787,Up to 30 days
0xd91a1ca84ae09c0d5055e6a74054dc0683fba406,1.01311332,Over 360 days
0x0eab0291424a8bd2c14ab9598505ab86fc03bd92,1.012667114695540608,91 to 180 days
0x988065a9731b4d9d0b74f4f16524bbbac4aa67e8,1.012432640000000128,Over 360 days
0xa43972345a484de2a8d1c75c12abe3d78568a3db,1.012407064468367104,Over 360 days
0x306d8c17edd01b24ac3978f77333a6ea6b272f46,1.01180438,Over 360 days
0xa635128b53b39a687755358ed8e791c154ba4a3a,1.011529043284658816,Over 360 days
0xc7c9b652122e10b3885bd2f8ed6f782b8e709dd9,1.010892689999999872,Over 360 days
0xb79988073aad717f5575d3889609bdfc439afaf0,1.01076444,Over 360 days
0xbe42982cdcef1b5ed7a3b3b1a72e84e984208e5f,1.010526320000000128,181 to 360 days
0xf2681203cade433167ef83972b8f3e5487507b49,1.01049367,Over 360 days
0x65c264ffde38fa152c911b88e02ecaca2946f26c,1.010286929999999872,Over 360 days
0x136ca87687d9386a594ac32882c24a18c9e15268,1.010115629201892224,Over 360 days
0x01fab52b54f930b97e902bdf4d3f2a0420e48ef7,1.010101010000000128,Over 360 days
0x3f10f9047e579cd3da89a01e8f803ce15ca93de3,1.010101010000000128,Over 360 days
0x6942ab12e92553045871a2d99b97732600319c6b,1.01,91 to 180 days
0x88d9a579c374acc56b4675de2d3608edc463237d,1.009869333037105536,Over 360 days
0xb8a3600d716a6b5325aaee4219462508ddb7763b,1.00957426,Over 360 days
0x8cc02ca0210957e511ff43d96a80b61b97858d6c,1.0091489,Over 360 days
0x318f5c48ed30551d7da221d0cca6d6c6e089eed7,1.009090909210368128,Over 360 days
0x13f7c4382b96b2c197e516b2284955777a1c8cce,1.009006719999999872,181 to 360 days
0xdda7cbdb275af2966b56bfdfc3c84ca51e32ec25,1.008708659999999872,Over 360 days
0xe78d25cd0844f2d660490a3abdc577f131921451,1.00859799,Over 360 days
0x4e099f7f4c5ddf80fb2ac2f1c877e64441c36f01,1.007881743788073856,Over 360 days
0xe50a6cfb8581c26dda5dadea7b61b1fa55ca238a,1.007799646529494016,Over 360 days
0x98957a1dd976a9f7062dd7730161768706a22cc5,1.007182790000000128,Over 360 days
0x93e66231386fdbcade355ae81edbd8421daf7bbd,1.005940560189088,Up to 30 days
0x073506214418b666731f70c44e2e3db6f865ca30,1.005818024191810048,91 to 180 days
0xa0125c870b7ca98caac8c6f174eb6876b4e5f184,1.005778367141312512,Over 360 days
0xd5bf8f905ae40b9cd631b594d3e22ec4bb121674,1.005532344037767936,Over 360 days
0xe9e1918d320dceed6b604de7efbb6ac84619ace3,1.005413735916182272,Over 360 days
0xa84b2d793f2a74fbcc210f1d0b2c2de36bb65903,1.005120599999999872,Over 360 days
0xa51859abc4c3d372bff42335e8594a04083c5d59,1.00475533,Over 360 days
0x4fcf0e6a3ede1cf232d1a9f1c19e7a565af81667,1.00441286,Over 360 days
0xd69e18a4c622d53cf769e46df57192c3de78d8c0,1.004239319999999872,Over 360 days
0x43af5103f5ec153a38ecdd988b941a595c603f6d,1.00378204242885376,Up to 30 days
0xf8b28e1af19404198db517a12de412c10fa7fc0f,1.003412970000000128,Over 360 days
0x88d2191488f7f743fa1cd90b36f8346d27ba9625,1.003376870000000128,Over 360 days
0xd68acbebcde23aef84ac30da8cf16bf267c9d77b,1.003368726429615872,Up to 30 days
0x53ab93481ee2c545ccb13aca3684944899332139,1.00331072,181 to 360 days
0x7f4d4f430107cb2ed3a4f10e7720c8edcfed5b67,1.00311357,Over 360 days
0xa8ba7970e4852c8eb8b65a283690709ecdf2b508,1.00294427,Over 360 days
0x7e59475d995997001ad9ea5d31a24f1149e6038d,1.002818971960584448,Over 360 days
0xed7f9c4271ca5af2b4170d00e3401d5ac22b1eba,1.002815980946732928,Over 360 days
0x03e672d4d06d440cf5a9714a14b904d38144dd74,1.002662372342431744,Over 360 days
0x8a9a138a69bb8c86431a9207690b0296c380fa06,1.002374186933581568,Over 360 days
0x5b381a45a78026614e19c5aad3ae9bc6a7d3d9a7,1.00207629095023232,Over 360 days
0xf19ad02111b204b11461fb09269822a9291345c3,1.00206163,Over 360 days
0x397d215eac797c09af977b70cccaf0df0ef11abc,1.001910910000000128,Over 360 days
0x94ecc64fc0bff8e81a515d2160568757b9a7a55c,1.001839434389489024,Over 360 days
0xe5cbe4bd173221a13dfc50a798d110124ad3bfde,1.001386287564864512,Up to 30 days
0xb09d39f9972d7efb1189cc29839912f5746aea4e,1.001347411881978112,Over 360 days
0x5aa997817339d79056eb223160e845b579e09b7e,1.001031020000000128,Over 360 days
0x6084292f62d39d7fd89a7ad1bc06aa6d2a741fe3,1.000944658095905664,181 to 360 days
0xce7cc817e4f2dbf92e75c3d1a0c8b591fd7d448e,1.00094029,Over 360 days
0x835387e89274e175f12479fa4ad88d33f6a01327,1.00067899551816896,Over 360 days
0x2888700c5daf27a51f6fc01e1706b9e5c6c856df,1.000560075295606144,Over 360 days
0xbdd00e0eb961c77b551ddacfa4a15bfebe689960,1.0002464128692896,Over 360 days
0xe56e62f9e08da3d396ab7a2f72f2c7884e7c3272,1.000233072061354112,Over 360 days
0xdf09dc0c1a587fa73e0e711a446fbb216984e5a6,1.00007504779214656,181 to 360 days
0x3ac2cc26fbb230e704393dc79e97cca47e709247,1.000044486267456896,Up to 30 days
0xcff4fe96127531a63c1019c06314a8ecde7794f2,1.00000618971522176,Over 360 days
0xd07e7a4447cd529bfe27bbccc883aa2849c7180a,1.000000009289031936,Over 360 days
0xd93e1f4bbda14728a2e6fae4e7f8df27da2c72a1,1.000000003997481728,Up to 30 days
0x46c371e54dcdeeb6e1c61b9288f3b7e2f30c6c75,1.000000000000072192,Up to 30 days
0xcc063cc8d3d6f2655a2176cb3c30d9cff56df4fd,1.000000000000000896,91 to 180 days
0xf42ad66f4b66628584f2e97421a008d62a8f116c,1.000000000000000256,91 to 180 days
0x18bd0e47c914ef3122578a8633cc61855ac07db4,1.0,Over 360 days
0x1f352cc015cd9d29ef760a8fdc0d0d521bbf1544,1.0,Over 360 days
0x1521694340ca3b4b6d39e1e2dbbfc59453fb33c0,1.0,181 to 360 days
0x9bc86356d2672613674bd48282302df9eac37800,1.0,Up to 30 days
0xd1655bf94cda790e2a9ec7944bfcd05df26fb493,1.0,Over 360 days
0xf8a5e79d062e7a893b8eb3a57079cadd0b255d52,1.0,Over 360 days
0xa9f65406258708fdd4879c2d2c8acd97a4238547,1.0,Over 360 days
0x2862f9324c2dab6d433a9b8d968427e3b32cdad9,1.0,Over 360 days
0x823a4b282f6c8c78fbf2c63860e777c395e5f213,1.0,91 to 180 days
0xe21959438183a8ec15ca9580871dd6e471c25a9e,1.0,181 to 360 days
0x7499c6c5d844fca62b7204ede460a66f649e6885,1.0,Over 360 days
0x508fd3814426b7b748ecb7ac4a09a3a68e2fc992,1.0,181 to 360 days
0x51bf5e1a6d3b673118f9be146eacff2a4b531ff4,1.0,Over 360 days
0xbfd07e1245ac19a1e95c71b87c9d84137d8bafb0,1.0,Over 360 days
0x214a6ad8fa060991866d1d1a0b7051b39869e6a2,1.0,Over 360 days
0x2c9939e49026fe189d87c0df871a35ab0b3ca95e,1.0,Over 360 days
0xd80d45bdd12df307d5711d108b87a4d22c5c4bea,1.0,Over 360 days
0xc7c0dada05e55872bde62fd3ba1926d7ed29c461,1.0,Over 360 days
0x399734fed64ad4ac5aeb77efc566aada85547e3c,1.0,Up to 30 days
0x8e1271fde62456ac81b645b4c75b3268db033a10,1.0,Over 360 days
0x8d3cf8bb514fdc366183c39448824bf120736114,1.0,Up to 30 days
0x721cfb4f53c00c64157ec4cd4891cd4095c24af0,1.0,Over 360 days
0x7b17802a61ff00b88d89e8114ba6f8e642e3fa43,1.0,Over 360 days
0x1ed23e7ee0594e3085d078affab4b9b22044246c,1.0,Over 360 days
0xbcccbe293a2b5efaa25fb3d46458594efb5a33a6,1.0,181 to 360 days
0x18c0834972810630bbe0e2301ee45d2ac91a2132,1.0,Over 360 days
0xac942a4d80ee84860c78c5603101c27ef870959c,1.0,91 to 180 days
0xb5eca3cadadd790a31652e2107136e6456dcd95d,1.0,Over 360 days
0xb9c71dffd0315a61b5df3ef77f2caa5149fba4e1,1.0,Over 360 days
0x413665f25be854eedaee1c47d67957b2126c21c8,1.0,Over 360 days
0xdaac07f25f197f0057e01cbba44b0e80481fc0ab,1.0,31 to 90 days
0x0c9de2fb933da81095254129f0d18bf70d9aeac7,1.0,31 to 90 days
0x187213d476a9f452f37e4751297fb83ce2d37391,1.0,Over 360 days
0x895ba529d18e583eb1259326a951c73e0dc749bc,1.0,Over 360 days
0xc543b04a6c36ab76728bb1aa43b80e39e4742952,1.0,Up to 30 days
0x6f838979e7304bab2c1de13a3ee2ddf1e9d4f3b0,1.0,Over 360 days
0x2f64eeb1f2deafe8fca53c161bc07dcec15f4154,1.0,Over 360 days
0x1091a8d7cda3f2c954ac0ad44d44142512508c97,1.0,Over 360 days
0xc5b80b66303f40e7d9e72b6a6d939b31a08a9181,1.0,Up to 30 days
0x9c8a7a02e13d368897538803dd0b940cd84c95ec,1.0,Over 360 days
0x61813f50535224ba0644cd1d532beb8b0a42046d,1.0,Up to 30 days
0x524e89fb7c54d31edaee7cfec7734ea2d7706c60,1.0,Over 360 days
0xf88c2bb92af05d6c78037bd54fcbbeaaa623edaf,1.0,Up to 30 days
0x8503620103026454f10c24a8fef3b85b0c31ec02,1.0,Over 360 days
0xc1401759844dd36d5c80bc045f69657a43b44cad,1.0,181 to 360 days
0x8c00ef3116404b64475c4bd59f0ed7ae23302930,1.0,181 to 360 days
0x221fd847508ff1967074a245f49282e2fc1cfd56,1.0,Over 360 days
0x70bb1b60af90ebf72d84554c0e7d6b4002dc69bd,1.0,Over 360 days
0x8302ebda1454aa13edb29f625bbb22b9c84a0af9,1.0,Over 360 days
0x3af78f1e87fa6dce770584053a04ce3ecaf04c02,1.0,Over 360 days
0x8910165298a4aac3ac09d025b4e511bff0c9012b,1.0,181 to 360 days
0x3d6e381035ab5995e06a5b1661ee58e92be755a9,1.0,91 to 180 days
0xbc48790ff4cfa0b87fd617739dc17dccde519451,1.0,31 to 90 days
0xba1625f8c5a79a5fe9f680405afeb2e1c517a25d,1.0,Over 360 days
0x6500c79db6219bd265342159c3a7bbf28d5fe89a,1.0,Over 360 days
0x08bc0f2e2f7e9bc7347ed3fc6c9f233616c0a6c4,1.0,Over 360 days
0x7a547c058bb64974dca38673486750dbde94c161,1.0,Over 360 days
0xcb405a36ec1e6f5060bae48732eb37338de24900,1.0,181 to 360 days
0x8c320793f8fd04443898c65c0873b46c634cbb0a,1.0,Over 360 days
0x8240f200e15b941bbb8ce1dfbdbe46021e1ad8d6,1.0,181 to 360 days
0x0eaf482fd3b36cdda7d76c2e9ca89da831485887,1.0,Over 360 days
0x4962bc387b8348b6ce6546708262a8a990b40ec2,1.0,181 to 360 days
0x589e842845ae315518edb77dc53429c20f43ef7d,1.0,Over 360 days
0xcdd96556ecc20cab226e26f2fee0287041bc1fdf,1.0,Over 360 days
0x08ba7b954f2c340da7fc2e18f18962dec852ce9e,1.0,Over 360 days
0xb310fdfd02d0a1518a8e2111cc3785eb9a09c136,1.0,Over 360 days
0x201176536bdc18fd5e9212a94eeab559f7bd495e,1.0,Over 360 days
